set_id,family,subfamily,interpretation_layer,n_raw,n_present,broad_set_flag
family_union__tnf_nfkb_decomposed_surviva_97d4afeb__all__selected_atomic_sets,tnf_nfkb_decomposed_survival_adhesion,all,family_union,3958,3578,very_broad_gt_1000
family_union__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__selected_atomic_sets,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,family_union,3958,3578,very_broad_gt_1000
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_apoptosis,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,166,160,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_apoptotic_cleavage_of_cell_adhesion_proteins,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,11,11,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_dectin_1_mediated_noncanonical_nf_kb_signaling,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,49,49,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_defective_intrinsic_pathway_for_apoptosis,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,25,25,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_dengue_virus_modulates_apoptosis,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,16,16,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_fceri_mediated_nf_kb_activation,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,123,123,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_intrinsic_pathway_for_apoptosis,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,55,55,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_nf_kb_activation_through_fadd_rip_1_pathway_mediated_by__e0fd6618b8,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,13,12,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_nf_kb_is_activated_and_signals_survival,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,13,13,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_p75ntr_signals_via_nf_kb,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,16,16,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_platelet_adhesion_to_exposed_collagen,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,16,16,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_pou5f1_oct4_sox2_nanog_activate_genes_related_to_proliferation,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,13,12,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_pou5f1_oct4_sox2_nanog_repress_genes_related_to_differentiation,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,10,10,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_regulation_of_apoptosis,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,40,40,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_regulation_of_homotypic_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,223,159,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_regulation_of_mitf_m_dependent_genes_involved_in_apoptosis,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,19,18,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_regulation_of_mitf_m_dependent_genes_involved_in_extrac__302167a225,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,12,12,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_rip_mediated_nfkb_activation_via_zbp1,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,17,17,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_sema3a_plexin_repulsion_signaling_by_inhibiting_integrin_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,14,14,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_synaptic_adhesion_like_molecules,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,21,21,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_tnfr1_induced_nf_kappa_b_signaling_pathway,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,33,33,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_tnfr1_induced_proapoptotic_signaling,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,25,25,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_tnfr2_non_canonical_nf_kb_pathway,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,88,88,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_tnfs_bind_their_physiological_receptors,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,29,29,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_tnf_receptor_superfamily_tnfsf_members_mediating_non_ca__f1de344664,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,17,17,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_tnf_signaling,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,57,57,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_tp53_regulates_transcription_of_several_additional_cell__9e5807cb55,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,14,14,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_traf6_mediated_nf_kb_activation,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,25,24,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__reactome_transport_of_vitamins_nucleosides_and_related_molecules,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,32,32,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gggnntttcc_nfkb_q6_01,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,134,132,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__nfkbia_target_genes,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,1348,1106,very_broad_gt_1000
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__nfkb_c,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,268,262,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__nfkb_q6,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,258,254,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__nfkb_q6_01,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,237,234,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__nfkbia_target_genes,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,1348,1106,very_broad_gt_1000
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_adhesion_of_symbiont_to_host,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,16,16,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_adhesion_of_symbiont_to_host_cell,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,11,11,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_calcium_dependent_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,48,48,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_calcium_independent_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,23,23,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_canonical_nf_kappab_signal_transduction,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,343,330,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cellular_component_disassembly_involved_in_execution_phase__5bbe15d512,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,31,31,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,1578,1538,very_broad_gt_1000
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_adhesion_mediated_by_integrin,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,85,85,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_adhesion_molecule_production,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,22,10,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,1018,996,very_broad_gt_1000
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_cell_adhesion_involved_in_gastrulation,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,11,10,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_cell_adhesion_mediated_by_cadherin,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,61,61,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_cell_adhesion_mediated_by_integrin,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,30,30,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_matrix_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,249,243,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_cell_substrate_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,377,368,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_epithelial_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,17,16,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_execution_phase_of_apoptosis,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,81,78,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_focal_adhesion_assembly,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,87,87,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_heterophilic_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,55,55,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_heterotypic_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,62,61,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_homophilic_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,178,177,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_homotypic_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,105,105,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_leukocyte_adhesion_to_vascular_endothelial_cell,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,61,51,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_leukocyte_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,453,433,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_negative_regulation_of_canonical_nf_kappab_signal_transduction,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,97,84,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_negative_regulation_of_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,331,308,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_negative_regulation_of_cell_adhesion_mediated_by_integrin,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,15,15,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_negative_regulation_of_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,226,213,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_negative_regulation_of_cell_cell_adhesion_mediated_by_cadherin,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,11,11,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_negative_regulation_of_cell_matrix_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,42,38,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_negative_regulation_of_cell_substrate_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,68,62,
atomic__tnf_nfkb_decomposed_surviva_97d4afeb__canonical_tnf_nfkb_survival__gobp_negative_regulation_of_homotypic_cell_cell_adhesion,tnf_nfkb_decomposed_survival_adhesion,canonical_tnf_nfkb_survival,relay,13,13,
family_union__typei_ifn_inflammasome_nonc_3b419218__all__selected_atomic_sets,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,all,family_union,980,876,broad_gt_750
family_union__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__selected_atomic_sets,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,family_union,980,876,broad_gt_750
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_ddx58_ifih1_mediated_induction_of_interferon_alpha_beta,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,82,81,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_dectin_1_mediated_noncanonical_nf_kb_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,49,49,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_defective_pyroptosis,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,72,13,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_gene_and_protein_expression_by_jak_stat_signal__057f8e33c0,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,38,38,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_inflammasomes,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,21,21,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interferon_alpha_beta_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,78,77,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_10_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,45,44,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_12_family_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,57,57,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_12_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,47,47,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_15_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,14,14,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_17_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,71,71,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_1_family_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,139,139,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_1_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,101,101,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_interleukin_4_and_interleukin_13_signaling,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,111,111,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_non_canonical_inflammasome_activation,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,14,14,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_pyroptosis,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,27,27,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__reactome_the_nlrp3_inflammasome,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,16,16,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_cellular_response_to_interferon_alpha,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,11,11,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_cellular_response_to_interferon_beta,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,30,28,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_cellular_response_to_interleukin_1,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,91,87,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_cellular_response_to_interleukin_12,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,11,11,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_inflammasome_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,67,65,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interferon_alpha_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,32,31,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interferon_beta_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,64,61,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_10_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,12,11,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_10_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,70,65,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_12_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,63,62,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_13_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,27,27,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_17_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,17,16,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_17_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,48,39,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_18_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,10,10,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_18_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,14,12,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_1_alpha_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,14,11,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_1_mediated_signaling_pathway,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,36,33,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_interleukin_1_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,137,118,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_inflammasome_mediated_signa__f55736cd26,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,23,22,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interferon_beta_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,17,16,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_10_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,25,21,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_12_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,17,16,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_17_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,23,15,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_1_beta_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,49,35,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_interleukin_1_production,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,58,42,
atomic__typei_ifn_inflammasome_nonc_3b419218__typei_ifn_inflammasome_nonc_9fdd377b__gobp_negative_regulation_of_nlrp3_inflammasome_complex_assembly,typeI_ifn_inflammasome_noncanonical_nfkb_contrast,typeI_ifn_inflammasome_noncanonical_nfkb,target_footprint,19,19,
